medal_date,medal_type,medal_code,name,gender,country,team,discipline,event
2024-08-02,Silver Medal,2,KOMATA Akira,Male,Japan,Japan,Fencing,Men's Épée Team
2024-08-02,Bronze Medal,3,BERAN Jiri,Male,Czechia,Czechia,Fencing,Men's Épée Team
2024-08-02,Bronze Medal,3,JURKA Jakub,Male,Czechia,Czechia,Fencing,Men's Épée Team
2024-08-02,Bronze Medal,3,RUBES Martin,Male,Czechia,Czechia,Fencing,Men's Épée Team
2024-08-02,Bronze Medal,3,CUPR Michal,Male,Czechia,Czechia,Fencing,Men's Épée Team
2024-08-02,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland,Ireland,Rowing,Lightweight Men's Double Sculls
2024-08-02,Gold Medal,1,O DONOVAN Paul,Male,Ireland,Ireland,Rowing,Lightweight Men's Double Sculls
2024-08-02,Silver Medal,2,OPPO Stefano,Male,Italy,Italy,Rowing,Lightweight Men's Double Sculls
2024-08-02,Silver Medal,2,SOARES Gabriel,Male,Italy,Italy,Rowing,Lightweight Men's Double Sculls
2024-08-02,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece,Greece,Rowing,Lightweight Men's Double Sculls
2024-08-02,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece,Greece,Rowing,Lightweight Men's Double Sculls
2024-08-02,Gold Medal,1,CRAIG Emily,Female,Great Britain,Great Britain,Rowing,Lightweight Women's Double Sculls
2024-08-02,Gold Medal,1,GRANT Imogen,Female,Great Britain,Great Britain,Rowing,Lightweight Women's Double Sculls
2024-08-02,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania,Romania,Rowing,Lightweight Women's Double Sculls
2024-08-02,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania,Romania,Rowing,Lightweight Women's Double Sculls
2024-08-02,Bronze Medal,3,KONTOU Dimitra,Female,Greece,Greece,Rowing,Lightweight Women's Double Sculls
2024-08-02,Bronze Medal,3,FITSIOU Zoi,Female,Greece,Greece,Rowing,Lightweight Women's Double Sculls
2024-08-02,Gold Medal,1,SINKOVIC Martin,Male,Croatia,Croatia,Rowing,Men's Pair
2024-08-02,Gold Medal,1,SINKOVIC Valent,Male,Croatia,Croatia,Rowing,Men's Pair
2024-08-02,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain,Great Britain,Rowing,Men's Pair
2024-08-02,Silver Medal,2,GEORGE Tom,Male,Great Britain,Great Britain,Rowing,Men's Pair
2024-08-02,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland,Switzerland,Rowing,Men's Pair
2024-08-02,Bronze Medal,3,GULICH Andrin,Male,Switzerland,Switzerland,Rowing,Men's Pair
2024-08-02,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands,Netherlands,Rowing,Women's Pair
2024-08-02,Gold Medal,1,MEESTER Veronique,Female,Netherlands,Netherlands,Rowing,Women's Pair
2024-08-02,Silver Medal,2,VRINCEANU Ioana,Female,Romania,Romania,Rowing,Women's Pair
2024-08-02,Silver Medal,2,ANGHEL Roxana,Female,Romania,Romania,Rowing,Women's Pair
2024-08-02,Bronze Medal,3,MORRISON Jess,Female,Australia,Australia,Rowing,Women's Pair
2024-08-02,Bronze Medal,3,McINTYRE Annabelle,Female,Australia,Australia,Rowing,Women's Pair
2024-08-02,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,Sailing,Men's Skiff
2024-08-02,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,Sailing,Men's Skiff
2024-08-02,Silver Medal,2,McHARDIE Isaac,Male,New Zealand,McHARDIE Isaac / McKENZIE William,Sailing,Men's Skiff
2024-08-02,Silver Medal,2,McKENZIE William,Male,New Zealand,McHARDIE Isaac / McKENZIE William,Sailing,Men's Skiff
2024-08-02,Bronze Medal,3,BARROWS Ian,Male,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,Sailing,Men's Skiff
2024-08-02,Bronze Medal,3,HENKEN Hans,Male,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,Sailing,Men's Skiff
2024-08-02,Gold Medal,1,van AANHOLT Odile,Female,Netherlands,van AANHOLT Odile / DUETZ Annette,Sailing,Women's Skiff
2024-08-02,Gold Medal,1,DUETZ Annette,Female,Netherlands,van AANHOLT Odile / DUETZ Annette,Sailing,Women's Skiff
2024-08-02,Silver Medal,2,BOBECK Vilma,Female,Sweden,BOBECK Vilma / NETZLER Rebecca,Sailing,Women's Skiff
2024-08-02,Silver Medal,2,NETZLER Rebecca,Female,Sweden,BOBECK Vilma / NETZLER Rebecca,Sailing,Women's Skiff
2024-08-02,Bronze Medal,3,STEYAERT Sarah,Female,France,STEYAERT Sarah / PICON Charline,Sailing,Women's Skiff
2024-08-02,Bronze Medal,3,PICON Charline,Female,France,STEYAERT Sarah / PICON Charline,Sailing,Women's Skiff
2024-08-02,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia,Siniakova / Machac,Tennis,Mixed Doubles
2024-08-02,Gold Medal,1,MACHAC Tomas,Male,Czechia,Siniakova / Machac,Tennis,Mixed Doubles
2024-08-02,Silver Medal,2,WANG Xinyu,Female,China,Wang / Zhang,Tennis,Mixed Doubles
2024-08-02,Silver Medal,2,ZHANG Zhizhen,Male,China,Wang / Zhang,Tennis,Mixed Doubles
2024-08-02,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada,Dabrowski / Auger-Aliassime,Tennis,Mixed Doubles
2024-08-02,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada,Dabrowski / Auger-Aliassime,Tennis,Mixed Doubles
2024-08-03,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,OMALLA Eugene,Male,Netherlands,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,BOL Femke,Female,Netherlands,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,KLAVER Lieke,Female,Netherlands,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,Unknown,Unknown,Unknown,Netherlands,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,DEADMON Bryce,Male,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,NORWOOD Vernon,Male,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,WILSON Quincy,Male,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,BROWN Kaylyn,Female,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,LITTLE Shamier,Female,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Silver Medal,2,WHITTAKER Isabella,Female,United States,United States of America,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,DAVEY Lewis,Male,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,REARDON Samuel,Male,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,ANNING Amber,Female,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,KELLY Hannah,Female,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,Great Britain,Athletics,4 x 400m Relay Mixed
2024-08-03,Gold Medal,1,CHEN Qing Chen,Female,China,CHEN Qing Chen / JIA Yi Fan,Badminton,Women's Doubles
2024-08-03,Gold Medal,1,JIA Yi Fan,Female,China,CHEN Qing Chen / JIA Yi Fan,Badminton,Women's Doubles
2024-08-03,Silver Medal,2,LIU Sheng Shu,Female,China,LIU Sheng Shu / TAN Ning,Badminton,Women's Doubles
2024-08-03,Silver Medal,2,TAN Ning,Female,China,LIU Sheng Shu / TAN Ning,Badminton,Women's Doubles
2024-08-03,Bronze Medal,3,MATSUYAMA Nami,Female,Japan,MATSUYAMA Nami / SHIDA Chiharu,Badminton,Women's Doubles
2024-08-03,Bronze Medal,3,SHIDA Chiharu,Female,Japan,MATSUYAMA Nami / SHIDA Chiharu,Badminton,Women's Doubles
2024-08-03,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,Germany,Equestrian,Dressage Team
2024-08-03,Gold Medal,1,WANDRES Frederic,Male,Germany,Germany,Equestrian,Dressage Team
2024-08-03,Gold Medal,1,WERTH Isabell,Female,Germany,Germany,Equestrian,Dressage Team
2024-08-03,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany,Germany,Equestrian,Dressage Team
2024-08-03,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark,Denmark,Equestrian,Dressage Team
2024-08-03,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark,Denmark,Equestrian,Dressage Team
2024-08-03,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark,Denmark,Equestrian,Dressage Team
2024-08-03,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark,Denmark,Equestrian,Dressage Team
2024-08-03,Bronze Medal,3,FRY Charlotte,Female,Great Britain,Great Britain,Equestrian,Dressage Team
2024-08-03,Bronze Medal,3,HESTER Carl,Male,Great Britain,Great Britain,Equestrian,Dressage Team
2024-08-03,Bronze Medal,3,MOODY Becky,Female,Great Britain,Great Britain,Equestrian,Dressage Team
2024-08-03,Bronze Medal,3,GOULD Andrew,Male,Great Britain,Great Britain,Equestrian,Dressage Team
2024-08-03,Gold Medal,1,KHARLAN Olga,Female,Ukraine,Ukraine,Fencing,Women's Sabre Team
2024-08-03,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine,Ukraine,Fencing,Women's Sabre Team
2024-08-03,Gold Medal,1,KRAVATSKA Olena,Female,Ukraine,Ukraine,Fencing,Women's Sabre Team
2024-08-03,Gold Medal,1,BAKASTOVA Yuliia,Female,Ukraine,Ukraine,Fencing,Women's Sabre Team
2024-08-03,Silver Medal,2,YOON Jisu,Female,Korea,Republic of Korea,Fencing,Women's Sabre Team
2024-08-03,Silver Medal,2,JEON Hayoung,Female,Korea,Republic of Korea,Fencing,Women's Sabre Team
2024-08-03,Silver Medal,2,CHOI Sebin,Female,Korea,Republic of Korea,Fencing,Women's Sabre Team
2024-08-03,Silver Medal,2,JEON Eunhye,Female,Korea,Republic of Korea,Fencing,Women's Sabre Team
2024-08-03,Bronze Medal,3,EMURA Misaki,Female,Japan,Japan,Fencing,Women's Sabre Team
2024-08-03,Bronze Medal,3,TAKASHIMA Risa,Female,Japan,Japan,Fencing,Women's Sabre Team
2024-08-03,Bronze Medal,3,FUKUSHIMA Shihomi,Female,Japan,Japan,Fencing,Women's Sabre Team
2024-08-03,Bronze Medal,3,OZAKI Seri,Female,Japan,Japan,Fencing,Women's Sabre Team
2024-08-03,Gold Medal,1,BOUKLI Shirine,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,BUCHARD Amandine,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,CYSIQUE Sarah Leonie,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,AGBEGNENOU Clarisse,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,GAHIE Marie Eve,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,DICKO Romane,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,MALONGA Madeleine,Female,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,GABA Joan-Benjamin,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,KHYAR Walide,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,MKHEIDZE Luka,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,DJALO Alpha Oumar,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,NGAYAP HAMBOU Maxime-Gael,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,DIESSE Aurelien,Male,France,France,Judo,Mixed Team
2024-08-03,Gold Medal,1,RINER Teddy,Male,France,France,Judo,Mixed Team
2024-08-03,Silver Medal,2,ABE Uta,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,FUNAKUBO Haruka,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,TSUNODA Natsumi,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,NIIZOE Saki,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,TAKAICHI Miku,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,SONE Akira,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,TAKAYAMA Rika,Female,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,ABE Hifumi,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,HASHIMOTO Soichi,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,NAGAYAMA Ryuju,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,MURAO Sanshiro,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,NAGASE Takanori,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,SAITO Tatsuru,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Silver Medal,2,WOLF Aaron,Male,Japan,Japan,Judo,Mixed Team
2024-08-03,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,SILVA Rafaela,Female,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,QUADROS Ketleyn,Female,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,SOUZA Beatriz,Female,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,CARGNIN Daniel,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,LIMA Willian,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,MACEDO Rafael,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,SCHIMIDT Guilherme,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,GONCALVES Leonardo,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,SILVA Rafael,Male,Brazil,Brazil,Judo,Mixed Team
2024-08-03,Bronze Medal,3,HUH Mimi,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,JUNG Yerin,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,LEE Hyekyeong,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,KIM Jisu,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,KIM Hayun,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,YOON Hyunji,Female,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,AN Baul,Male,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,KIM Won Jin,Male,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,HAN Juyeo,Male,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,LEE Joonhwan,Male,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Bronze Medal,3,KIM Minjong,Male,Korea,Republic of Korea,Judo,Mixed Team
2024-08-03,Gold Medal,1,CARNEGIE Sholto,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,GIBBS Rory,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,BOLDING Morgan,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,DAWSON Jacob,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,ELWES Charles,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,DIGBY Tom,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,RUDKIN James,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,FORD Tom,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Gold Medal,1,BRIGHTMORE Harry,Male,Great Britain,Great Britain,Rowing,Men's Eight
2024-08-03,Silver Medal,2,RIENKS Ralf,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,MOLENAAR Olav,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,de GRAAF Sander,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,KNAB Ruben,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,van DOORN Gert-Jan,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,van de KERKHOF Jacob,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,van der BIJ Jan,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,MAKKER Mick,Male,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Silver Medal,2,FETTER Dieuwke,Female,Netherlands,Netherlands,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,HOLLINGSWORTH Henry,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,RUSHER Nick,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,TABASH Christian,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,DEAN Clark,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,CARLSON Chris,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,CHATAIN Peter,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,OLSON Evan,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,QUINTON Pieter,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Bronze Medal,3,MILNE Rielly,Male,United States,United States of America,Rowing,Men's Eight
2024-08-03,Gold Medal,1,RUSU Maria Magdalena,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,ANGHEL Roxana,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,BODNAR Ancuta,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,LEHACI Maria,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,ADAM Adriana,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,BERES Amalia,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,VRINCEANU Ioana,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,RADIS Simona,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Gold Medal,1,PETREANU Victoria Stefania,Female,Romania,Romania,Rowing,Women's Eight
2024-08-03,Silver Medal,2,SEVICK Jessica,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,FILMER Caileigh,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,MESCHKULEIT Maya,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,GRUCHALLA-WESIERSKI Kasia,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,WASTENEYS Avalon,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,PAYNE Sydney,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,WALKER Kristina,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,DENT Abby,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Silver Medal,2,KIT Kristen,Female,Canada,Canada,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,LONG Heidi,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,McKELLAR Rowan,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,DUNFORD Holly,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,FORD Emily,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,IRWIN Lauren,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,STEWART Eve,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,TAYLOR Harriet,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,CAMPBELL-ORDE Annie,Female,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Bronze Medal,3,FIELDMAN Henry,Male,Great Britain,Great Britain,Rowing,Women's Eight
2024-08-03,Gold Medal,1,SMITH Regan,Female,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,SWANSON Charlie,Male,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,DRESSEL Caeleb,Male,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,WEITZEIL Abbey,Female,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,FINK Nic,Male,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,HUSKE Torri,Female,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,MURPHY Ryan,Male,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,WALSH Gretchen,Female,United States,United States of America,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,XU Jiayu,Male,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,TANG Qianting,Female,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,ZHANG Yufei,Female,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,PAN Zhanle,Male,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,QIN Haiyang,Male,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Silver Medal,2,YANG Junxuan,Female,China,People's Republic of China,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,ANDERSON Iona,Female,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,STUBBLETY-COOK Zac,Male,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,McKEON Emma,Female,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,CHALMERS Kyle,Male,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,McKEOWN Kaylee,Female,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,O'CALLAGHAN Mollie,Female,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,TEMPLE Matthew,Male,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Bronze Medal,3,YONG Joshua,Male,Australia,Australia,Swimming,Mixed 4 x 100m Medley Relay
2024-08-03,Gold Medal,1,EBDEN Matthew,Male,Australia,Ebden / Peers,Tennis,Men's Doubles
2024-08-03,Gold Medal,1,PEERS John,Male,Australia,Ebden / Peers,Tennis,Men's Doubles
2024-08-03,Silver Medal,2,KRAJICEK Austin,Male,United States,Krajicek / Ram,Tennis,Men's Doubles
2024-08-03,Silver Medal,2,RAM Rajeev,Male,United States,Krajicek / Ram,Tennis,Men's Doubles
2024-08-03,Bronze Medal,3,FRITZ Taylor,Male,United States,Fritz / Paul,Tennis,Men's Doubles
2024-08-03,Bronze Medal,3,PAUL Tommy,Male,United States,Fritz / Paul,Tennis,Men's Doubles
2024-08-04,Gold Medal,1,LEE Yang,Male,Chinese Taipei,LEE Yang / WANG Chi-Lin,Badminton,Men's Doubles
2024-08-04,Gold Medal,1,WANG Chi-Lin,Male,Chinese Taipei,LEE Yang / WANG Chi-Lin,Badminton,Men's Doubles
2024-08-04,Silver Medal,2,LIANG Wei Keng,Male,China,LIANG Wei Keng / WANG Chang,Badminton,Men's Doubles
2024-08-04,Silver Medal,2,WANG Chang,Male,China,LIANG Wei Keng / WANG Chang,Badminton,Men's Doubles
2024-08-04,Bronze Medal,3,CHIA Aaron,Male,Malaysia,CHIA Aaron / SOH Wooi Yik,Badminton,Men's Doubles
2024-08-04,Bronze Medal,3,SOH Wooi Yik,Male,Malaysia,CHIA Aaron / SOH Wooi Yik,Badminton,Men's Doubles
2024-08-04,Gold Medal,1,MATSUYAMA Kyosuke,Male,Japan,Japan,Fencing,Men's Foil Team
2024-08-04,Gold Medal,1,IIMURA Kazuki,Male,Japan,Japan,Fencing,Men's Foil Team
2024-08-04,Gold Medal,1,SHIKINE Takahiro,Male,Japan,Japan,Fencing,Men's Foil Team
2024-08-04,Gold Medal,1,NAGANO Yudai,Male,Japan,Japan,Fencing,Men's Foil Team
2024-08-04,Silver Medal,2,BIANCHI Guillaume,Male,Italy,Italy,Fencing,Men's Foil Team
2024-08-04,Silver Medal,2,MACCHI Filippo,Male,Italy,Italy,Fencing,Men's Foil Team
2024-08-04,Silver Medal,2,MARINI Tommaso,Male,Italy,Italy,Fencing,Men's Foil Team
2024-08-04,Silver Medal,2,FOCONI Alessio,Male,Italy,Italy,Fencing,Men's Foil Team
2024-08-04,Bronze Medal,3,LEFORT Enzo,Male,France,France,Fencing,Men's Foil Team
2024-08-04,Bronze Medal,3,PAUTY Maxime,Male,France,France,Fencing,Men's Foil Team
2024-08-04,Bronze Medal,3,MERTINE Julien,Male,France,France,Fencing,Men's Foil Team
2024-08-04,Bronze Medal,3,CHASTANET Maximilien,Male,France,France,Fencing,Men's Foil Team
2024-08-04,Gold Medal,1,XU Jiayu,Male,China,People's Republic of China,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,QIN Haiyang,Male,China,People's Republic of China,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,WANG Changhao,Male,China,People's Republic of China,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,PAN Zhanle,Male,China,People's Republic of China,Swimming,Men's 4 x 100m Medley Relay
