medal_date,medal_type,medal_code,name,gender,country,team,discipline,event
2024-08-04,Gold Medal,1,SUN Jiajun,Male,China,People's Republic of China,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,ARMSTRONG Hunter,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,SWANSON Charlie,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,HEILMAN Thomas,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,ALEXY Jack,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,DRESSEL Caeleb,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,FINK Nic,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,MURPHY Ryan,Male,United States,United States of America,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,NDOYE-BROUARD Yohann,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,MARCHAND Leon,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,SECCHI Clement,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,FENTE--DAMERS Rafael,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,GROUSSET Maxime,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,MANAUDOU Florent,Male,France,France,Swimming,Men's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,BERKOFF Katharine,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,WEBER Emma,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,SHACKELL Alex,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,DOUGLASS Kate,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,HUSKE Torri,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,KING Lilly,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,SMITH Regan,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,WALSH Gretchen,Female,United States,United States of America,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,ANDERSON Iona,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,RAMSAY Ella,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,PERKINS Alexandria,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,HARRIS Meg,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,McKEON Emma,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,McKEOWN Kaylee,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,O'CALLAGHAN Mollie,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Silver Medal,2,STRAUCH Jenna,Female,Australia,Australia,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,WANG Xueer,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,TANG Qianting,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,YU Yiting,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,WU Qingfeng,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,WAN Letian,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,YANG Junxuan,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Bronze Medal,3,ZHANG Yufei,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Medley Relay
2024-08-04,Gold Medal,1,ERRANI Sara,Female,Italy,Errani / Paolini,Tennis,Women's Doubles
2024-08-04,Gold Medal,1,PAOLINI Jasmine,Female,Italy,Errani / Paolini,Tennis,Women's Doubles
2024-08-04,Silver Medal,2,ANDREEVA Mirra,Female,AIN,Andreeva / Shnaider,Tennis,Women's Doubles
2024-08-04,Silver Medal,2,SHNAIDER Diana,Female,AIN,Andreeva / Shnaider,Tennis,Women's Doubles
2024-08-04,Bronze Medal,3,BUCSA Cristina,Female,Spain,Bucsa / Sorribes Tormo,Tennis,Women's Doubles
2024-08-04,Bronze Medal,3,SORRIBES TORMO Sara,Female,Spain,Bucsa / Sorribes Tormo,Tennis,Women's Doubles
2024-08-05,Gold Medal,1,SLAGTER Arvin,Male,Netherlands,Netherlands,3x3 Basketball,Men
2024-08-05,Gold Medal,1,de JONG Worthy,Male,Netherlands,Netherlands,3x3 Basketball,Men
2024-08-05,Gold Medal,1,van der HORST Dimeo,Male,Netherlands,Netherlands,3x3 Basketball,Men
2024-08-05,Gold Medal,1,DRIESSEN Jan,Male,Netherlands,Netherlands,3x3 Basketball,Men
2024-08-05,Silver Medal,2,VERGIAT Timothe,Male,France,France,3x3 Basketball,Men
2024-08-05,Silver Medal,2,SEGUELA Franck,Male,France,France,3x3 Basketball,Men
2024-08-05,Silver Medal,2,DUSSOULIER Lucas,Male,France,France,3x3 Basketball,Men
2024-08-05,Silver Medal,2,RAMBAUT Jules,Male,France,France,3x3 Basketball,Men
2024-08-05,Bronze Medal,3,DZIAUGYS Evaldas,Male,Lithuania,Lithuania,3x3 Basketball,Men
2024-08-05,Bronze Medal,3,MATULIS Gintautas,Male,Lithuania,Lithuania,3x3 Basketball,Men
2024-08-05,Bronze Medal,3,PUKELIS Aurelijus,Male,Lithuania,Lithuania,3x3 Basketball,Men
2024-08-05,Bronze Medal,3,VINGELIS Sarunas,Male,Lithuania,Lithuania,3x3 Basketball,Men
2024-08-05,Gold Medal,1,BRUNCKHORST Svenja,Female,Germany,Germany,3x3 Basketball,Women
2024-08-05,Gold Medal,1,GREINACHER Sonja,Female,Germany,Germany,3x3 Basketball,Women
2024-08-05,Gold Medal,1,REICHERT Marie,Female,Germany,Germany,3x3 Basketball,Women
2024-08-05,Gold Medal,1,MEVIUS Elisa,Female,Germany,Germany,3x3 Basketball,Women
2024-08-05,Silver Medal,2,ALONSO Gracia,Female,Spain,Spain,3x3 Basketball,Women
2024-08-05,Silver Medal,2,YGUERAVIDE Sandra,Female,Spain,Spain,3x3 Basketball,Women
2024-08-05,Silver Medal,2,GIMENO Vega,Female,Spain,Spain,3x3 Basketball,Women
2024-08-05,Silver Medal,2,CAMILION Juana,Female,Spain,Spain,3x3 Basketball,Women
2024-08-05,Bronze Medal,3,HAMBY Dearica,Female,United States,United States of America,3x3 Basketball,Women
2024-08-05,Bronze Medal,3,BURDICK Cierra,Female,United States,United States of America,3x3 Basketball,Women
2024-08-05,Bronze Medal,3,van LITH Hailey,Female,United States,United States of America,3x3 Basketball,Women
2024-08-05,Bronze Medal,3,HOWARD Rhyne,Female,United States,United States of America,3x3 Basketball,Women
2024-08-05,Gold Medal,1,MARCHANT Katy,Female,Great Britain,Great Britain,Cycling Track,Women's Team Sprint
2024-08-05,Gold Medal,1,FINUCANE Emma,Female,Great Britain,Great Britain,Cycling Track,Women's Team Sprint
2024-08-05,Gold Medal,1,CAPEWELL Sophie,Female,Great Britain,Great Britain,Cycling Track,Women's Team Sprint
2024-08-05,Gold Medal,1,THOMAS Lowri,Female,Great Britain,Great Britain,Cycling Track,Women's Team Sprint
2024-08-05,Silver Medal,2,ANDREWS Ellesse,Female,New Zealand,New Zealand,Cycling Track,Women's Team Sprint
2024-08-05,Silver Medal,2,PETCH Rebecca,Female,New Zealand,New Zealand,Cycling Track,Women's Team Sprint
2024-08-05,Silver Medal,2,FULTON Shaane,Female,New Zealand,New Zealand,Cycling Track,Women's Team Sprint
2024-08-05,Silver Medal,2,KING Olivia,Female,New Zealand,New Zealand,Cycling Track,Women's Team Sprint
2024-08-05,Bronze Medal,3,HINZE Emma,Female,Germany,Germany,Cycling Track,Women's Team Sprint
2024-08-05,Bronze Medal,3,FRIEDRICH Lea,Female,Germany,Germany,Cycling Track,Women's Team Sprint
2024-08-05,Bronze Medal,3,GRABOSCH Pauline,Female,Germany,Germany,Cycling Track,Women's Team Sprint
2024-08-05,Bronze Medal,3,PROEPSTER Alessa,Female,Germany,Germany,Cycling Track,Women's Team Sprint
2024-08-05,Gold Medal,1,BACOSI Diana,Female,Italy,Italy 1,Shooting,Skeet Mixed Team
2024-08-05,Gold Medal,1,ROSSETTI Gabriele,Male,Italy,Italy 1,Shooting,Skeet Mixed Team
2024-08-05,Silver Medal,2,SMITH Austen Jewell,Female,United States,United States of America 1,Shooting,Skeet Mixed Team
2024-08-05,Silver Medal,2,HANCOCK Vincent,Male,United States,United States of America 1,Shooting,Skeet Mixed Team
2024-08-05,Bronze Medal,3,JIANG Yiting,Female,China,People's Republic of China,Shooting,Skeet Mixed Team
2024-08-05,Bronze Medal,3,LYU Jianlin,Male,China,People's Republic of China,Shooting,Skeet Mixed Team
2024-08-05,Gold Medal,1,HELLWIG Tim,Male,Germany,Germany,Triathlon,Mixed Relay
2024-08-05,Gold Medal,1,TERTSCH Lisa,Female,Germany,Germany,Triathlon,Mixed Relay
2024-08-05,Gold Medal,1,LUEHRS Lasse,Male,Germany,Germany,Triathlon,Mixed Relay
2024-08-05,Gold Medal,1,LINDEMANN Laura,Female,Germany,Germany,Triathlon,Mixed Relay
2024-08-05,Silver Medal,2,RIDER Seth,Male,United States,United States of America,Triathlon,Mixed Relay
2024-08-05,Silver Medal,2,SPIVEY Taylor,Female,United States,United States of America,Triathlon,Mixed Relay
2024-08-05,Silver Medal,2,PEARSON Morgan,Male,United States,United States of America,Triathlon,Mixed Relay
2024-08-05,Silver Medal,2,KNIBB Taylor,Female,United States,United States of America,Triathlon,Mixed Relay
2024-08-05,Bronze Medal,3,YEE Alex,Male,Great Britain,Great Britain,Triathlon,Mixed Relay
2024-08-05,Bronze Medal,3,TAYLOR-BROWN Georgia,Female,Great Britain,Great Britain,Triathlon,Mixed Relay
2024-08-05,Bronze Medal,3,DICKINSON Samuel,Male,Great Britain,Great Britain,Triathlon,Mixed Relay
2024-08-05,Bronze Medal,3,POTTER Beth,Female,Great Britain,Great Britain,Triathlon,Mixed Relay
2024-08-06,Gold Medal,1,van den BERG Roy,Male,Netherlands,Netherlands,Cycling Track,Men's Team Sprint
2024-08-06,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands,Netherlands,Cycling Track,Men's Team Sprint
2024-08-06,Gold Medal,1,HOOGLAND Jeffrey,Male,Netherlands,Netherlands,Cycling Track,Men's Team Sprint
2024-08-06,Gold Medal,1,van LOON Tijmen,Male,Netherlands,Netherlands,Cycling Track,Men's Team Sprint
2024-08-06,Silver Medal,2,CARLIN Jack,Male,Great Britain,Great Britain,Cycling Track,Men's Team Sprint
2024-08-06,Silver Medal,2,TURNBULL Hamish,Male,Great Britain,Great Britain,Cycling Track,Men's Team Sprint
2024-08-06,Silver Medal,2,LOWE Ed,Male,Great Britain,Great Britain,Cycling Track,Men's Team Sprint
2024-08-06,Silver Medal,2,TRUMAN Joseph,Male,Great Britain,Great Britain,Cycling Track,Men's Team Sprint
2024-08-06,Bronze Medal,3,GLAETZER Matthew,Male,Australia,Australia,Cycling Track,Men's Team Sprint
2024-08-06,Bronze Medal,3,RICHARDSON Matthew,Male,Australia,Australia,Cycling Track,Men's Team Sprint
2024-08-06,Bronze Medal,3,HOFFMAN Leigh,Male,Australia,Australia,Cycling Track,Men's Team Sprint
2024-08-06,Bronze Medal,3,CORNISH Thomas,Male,Australia,Australia,Cycling Track,Men's Team Sprint
2024-08-07,Gold Medal,1,CHANG Hao,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,FENG Yu,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,WANG Qianyi,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,WANG Ciyue,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,WANG Liuyi,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,XIANG Binxuan,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,XIAO Yanning,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,ZHANG Yayi,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Gold Medal,1,CHENG Wentao,Female,China,People's Republic of China,Artistic Swimming,Team
2024-08-07,Silver Medal,2,ALVAREZ Anita,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,CZARKOWSKI Jaime,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,FIELD Megumi,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,HUNTER Keana,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,KWON Audrey,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,LUU Jacklyn,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,RAMIREZ Daniella,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,REMATI Ruby,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Silver Medal,2,LIU Calista,Female,United States,United States of America,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,TIO CASAS Iris,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,OZHOGINA OZHOGIN Alisa,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,MAS PUJADAS Meritxell,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,TOLEDANO LAUT Blanca,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,RAMIREZ IBANEZ Paula,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,LLUIS VALETTE Lilou,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,GARCIA POLO Marina,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,FERRE GASET Txell,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Bronze Medal,3,SALDANA LOPEZ Sara,Female,Spain,Spain,Artistic Swimming,Team
2024-08-07,Gold Medal,1,MARTIN Alvaro,Male,Spain,MARTIN A / PEREZ M,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Gold Medal,1,PEREZ Maria,Female,Spain,MARTIN A / PEREZ M,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Silver Medal,2,PINTADO Brian Daniel,Male,Ecuador,PINTADO BD / MOREJON G,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Silver Medal,2,MOREJON Glenda,Female,Ecuador,PINTADO BD / MOREJON G,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Bronze Medal,3,COWLEY Rhydian,Male,Australia,COWLEY R / MONTAG J,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Bronze Medal,3,MONTAG Jemima,Female,Australia,COWLEY R / MONTAG J,Athletics,Marathon Race Walk Relay Mixed
2024-08-07,Gold Medal,1,BLEDDYN Oliver,Male,Australia,Australia,Cycling Track,Men's Team Pursuit
2024-08-07,Gold Medal,1,O'BRIEN Kelland,Male,Australia,Australia,Cycling Track,Men's Team Pursuit
2024-08-07,Gold Medal,1,WELSFORD Sam,Male,Australia,Australia,Cycling Track,Men's Team Pursuit
2024-08-07,Gold Medal,1,LEAHY Conor,Male,Australia,Australia,Cycling Track,Men's Team Pursuit
2024-08-07,Gold Medal,1,MORIARTY James,Male,Australia,Australia,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,VERNON Ethan,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,WOOD Oliver,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,BIGHAM Daniel,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,TANFIELD Charlie,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,HAYTER Ethan,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Silver Medal,2,STEWART Mark,Male,Great Britain,Great Britain,Cycling Track,Men's Team Pursuit
2024-08-07,Bronze Medal,3,CONSONNI Simone,Male,Italy,Italy,Cycling Track,Men's Team Pursuit
2024-08-07,Bronze Medal,3,GANNA Filippo,Male,Italy,Italy,Cycling Track,Men's Team Pursuit
2024-08-07,Bronze Medal,3,LAMON Francesco,Male,Italy,Italy,Cycling Track,Men's Team Pursuit
2024-08-07,Bronze Medal,3,MILAN Jonathan,Male,Italy,Italy,Cycling Track,Men's Team Pursuit
2024-08-07,Bronze Medal,3,MORO Manlio,Male,Italy,Italy,Cycling Track,Men's Team Pursuit
2024-08-07,Gold Medal,1,CUMMINS Olivia,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Gold Medal,1,EHRLICH Emily,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Gold Medal,1,FAULKNER Kristen,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Gold Medal,1,VALENTE Jennifer,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Gold Medal,1,WILLIAMS Lily,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Gold Medal,1,DYGERT Chloe,Female,United States,United States of America,Cycling Track,Women's Team Pursuit
2024-08-07,Silver Medal,2,BOTHA Bryony,Female,New Zealand,New Zealand,Cycling Track,Women's Team Pursuit
2024-08-07,Silver Medal,2,WOLLASTON Ally,Female,New Zealand,New Zealand,Cycling Track,Women's Team Pursuit
2024-08-07,Silver Medal,2,SHEARMAN Emily,Female,New Zealand,New Zealand,Cycling Track,Women's Team Pursuit
2024-08-07,Silver Medal,2,SHIELDS Nicole,Female,New Zealand,New Zealand,Cycling Track,Women's Team Pursuit
2024-08-07,Silver Medal,2,DONNELLY Samantha,Female,New Zealand,New Zealand,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,EVANS Neah,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,BARKER Elinor,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,KNIGHT Josie,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,MORRIS Anna,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,ROBERTS Jessica,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-07,Bronze Medal,3,BARKER Megan,Female,Great Britain,Great Britain,Cycling Track,Women's Team Pursuit
2024-08-08,Gold Medal,1,RENDSCHMIDT Max,Male,Germany,Germany,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Gold Medal,1,LEMKE Max,Male,Germany,Germany,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Gold Medal,1,SCHOPF Jacob,Male,Germany,Germany,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Gold Medal,1,LIEBSCHER-LUCZ Tom,Male,Germany,Germany,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Silver Medal,2,FITZSIMMONS Riley,Male,Australia,Australia,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Silver Medal,2,van der WESTHUYZEN Pierre,Male,Australia,Australia,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Silver Medal,2,COLLINS Jackson,Male,Australia,Australia,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Silver Medal,2,HAVARD Noah,Male,Australia,Australia,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Bronze Medal,3,CRAVIOTTO Saul,Male,Spain,Spain,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Bronze Medal,3,AREVALO Carlos,Male,Spain,Spain,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Bronze Medal,3,COOPER Marcus,Male,Spain,Spain,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Bronze Medal,3,GERMADE Rodrigo,Male,Spain,Spain,Canoe Sprint,Men's Kayak Four 500m
2024-08-08,Gold Medal,1,CARRINGTON Lisa,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Gold Medal,1,HOSKIN Alicia,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Gold Medal,1,BRETT Olivia,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Gold Medal,1,VAUGHAN Tara,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Silver Medal,2,PASZEK Paulina,Female,Germany,Germany,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Silver Medal,2,HAKE Jule Marie,Female,Germany,Germany,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Silver Medal,2,JAGSCH Pauline,Female,Germany,Germany,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Silver Medal,2,BRUESSLER Sarah,Female,Germany,Germany,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Bronze Medal,3,PUPP Noemi,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Bronze Medal,3,FOJT Sara,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Bronze Medal,3,CSIPES Tamara,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Bronze Medal,3,GAZSO Alida Dora,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Four 500m
2024-08-08,Bronze Medal,3,EL KAJOUI Munir,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,HAKIMI Achraf,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,NAKACH Akram,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,BOUKAMIR Mehdi,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,TAHIF Adil,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,BOUCHOUARI Benjamin,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,BEN SEGHIR Eliesse,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,EL KHANNOUSS Bilal,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,RAHIMI Soufiane,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,AKHOMACH Ilias,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,EL OUAHDI Zakaria,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,GHANIMI Rachid,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,KECHTA Yassine,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,TARGHALLINE Oussama,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,MAOUHOUB Mehdi,Male,Morocco,Morocco,Football,Men
2024-08-08,Bronze Medal,3,EZZALZOULI Abde,Male,Morocco,Morocco,Football,Men
